name,make,model,kilometerdriven,ownernumber,price,fueltype_num,transmission_num,isc24assured_num,age
Hyundai Santro Xing,Hyundai,Santro Xing,46556,2,148599,1,1,0,15
Hyundai Verna,Hyundai,Verna,60847,2,479000,1,2,0,12
Maruti Dzire,Maruti,Dzire,15847,1,690000,1,1,0,5
Ford Ecosport,Ford,Ecosport,51634,1,565000,1,1,0,8
Renault Duster,Renault,Duster,96138,1,638000,3,1,0,8
Hyundai VENUE,Hyundai,Venue,45720,1,814000,1,1,0,5
Maruti Baleno,Maruti,Baleno,19641,1,551000,1,1,0,7
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,25616,1,358000,1,1,0,11
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,84046,1,474000,2,1,0,7
Hyundai Elite i20,Hyundai,Elite I20,43773,2,516000,1,1,0,8
Maruti Baleno,Maruti,Baleno,36179,1,721000,3,1,0,7
Honda Amaze,Honda,Amaze,44868,3,650000,2,1,0,6
Maruti Vitara Brezza,Maruti,Vitara Brezza,40579,2,765699,3,1,0,7
Hyundai Elite i20,Hyundai,Elite I20,18273,1,695000,1,1,0,8
Hyundai Creta,Hyundai,Creta,76840,3,758000,1,1,0,9
Honda Amaze,Honda,Amaze,14533,1,661199,1,2,0,7
MG HECTOR,Mg,Hector,53019,2,1309000,3,1,0,6
Maruti Baleno,Maruti,Baleno,31936,2,563000,1,1,0,6
Maruti Dzire,Maruti,Dzire,42351,2,779000,3,2,0,7
Maruti Baleno,Maruti,Baleno,69719,1,444000,1,0,0,10
Maruti XL6,Maruti,Xl6,57372,1,924000,1,1,0,6
Datsun Redi Go,Datsun,Redi Go,64833,2,283000,1,2,0,7
Maruti Vitara Brezza,Maruti,Vitara Brezza,57031,1,888000,3,2,0,7
Hyundai Creta,Hyundai,Creta,83706,2,799000,1,1,0,9
Mahindra Scorpio,Mahindra,Scorpio,79924,2,980000,3,1,0,11
KIA SELTOS,Kia,Seltos,19378,1,1385500,3,1,0,5
Maruti Baleno,Maruti,Baleno,6119,1,793000,1,2,0,5
Maruti New  Wagon-R,Maruti,New  Wagon-R,26999,3,508000,2,1,0,6
Renault Kwid,Renault,Kwid,36375,2,331000,1,1,0,9
Jeep Compass,Jeep,Compass,90366,1,1348000,3,1,0,6
Mahindra Bolero,Mahindra,Bolero,21743,1,811000,3,1,0,7
Hyundai Grand i10,Hyundai,Grand I10,62638,1,444000,1,1,0,7
Hyundai Grand i10,Hyundai,Grand I10,74108,1,505000,2,1,0,8
Maruti S Cross,Maruti,S Cross,1650,1,920000,1,1,0,3
Hyundai Grand i10,Hyundai,Grand I10,84637,1,405000,1,1,0,10
Volkswagen Polo,Volkswagen,Polo,90513,1,497000,3,1,0,10
Hyundai Tucson New,Hyundai,Tucson New,31376,1,1316000,1,2,0,8
Hyundai i10,Hyundai,I10,40848,2,340000,1,1,0,9
Maruti Swift,Maruti,Swift,7638,1,685000,1,1,0,3
Datsun Redi Go,Datsun,Redi Go,53343,1,250000,1,1,1,8
Volkswagen Polo,Volkswagen,Polo,46697,1,562000,2,1,0,5
Hyundai Xcent,Hyundai,Xcent,81353,1,558000,2,1,0,7
Hyundai Elite i20,Hyundai,Elite I20,46921,1,565000,1,1,0,10
Tata Tiago,Tata,Tiago,45107,1,480000,1,1,0,7
Maruti S PRESSO,Maruti,S Presso,35454,1,415000,1,1,0,5
Ford Ecosport,Ford,Ecosport,25045,1,796000,1,1,0,7
Hyundai Elite i20,Hyundai,Elite I20,62358,1,407000,1,1,0,11
Maruti Celerio,Maruti,Celerio,91204,1,376000,1,1,0,11
Nissan MAGNITE,Nissan,Magnite,10915,1,866000,1,0,0,4
Maruti Vitara Brezza,Maruti,Vitara Brezza,26130,1,871099,1,1,0,5
Maruti Baleno,Maruti,Baleno,12919,1,661000,1,0,0,4
MARUTI BREZZA,Maruti,Brezza,4752,1,1015199,1,0,0,3
Tata NEXON,Tata,Nexon,14460,1,1017000,1,1,0,4
Maruti Swift Dzire,Maruti,Swift Dzire,10271,1,518000,1,1,0,10
Toyota YARIS,Toyota,Yaris,45304,1,764200,1,1,0,5
Maruti Swift,Maruti,Swift,82666,1,659000,1,1,0,4
Honda WR-V,Honda,Wr-V,70719,1,662000,1,1,0,7
Tata Harrier,Tata,Harrier,63552,1,1219000,3,1,0,6
Maruti Swift,Maruti,Swift,24415,1,537000,1,1,0,6
Volkswagen Polo,Volkswagen,Polo,11718,1,693000,1,1,0,6
Maruti Alto,Maruti,Alto,7441,1,363000,1,1,0,4
Hyundai NEW SANTRO,Hyundai,New Santro,45693,1,324000,1,1,0,6
Maruti Swift,Maruti,Swift,56150,2,630000,1,1,0,5
Mahindra XUV500,Mahindra,Xuv500,88895,1,1574000,3,1,0,7
MG HECTOR,Mg,Hector,7297,1,1519000,1,1,0,4
Honda Amaze,Honda,Amaze,89643,1,362000,1,1,0,12
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,32779,1,323000,1,1,0,11
Maruti Alto 800,Maruti,Alto 800,23819,1,302000,1,1,0,8
Mahindra MARAZZO,Mahindra,Marazzo,17733,1,1022000,3,1,0,6
Maruti Baleno,Maruti,Baleno,8167,1,595000,1,1,0,8
Renault Kwid,Renault,Kwid,42120,1,336000,1,1,0,9
Hyundai i10,Hyundai,I10,49166,3,239000,1,1,0,12
Hyundai Verna,Hyundai,Verna,90381,1,946000,3,1,0,6
Maruti Alto 800,Maruti,Alto 800,18746,1,328000,1,1,0,7
Datsun Go,Datsun,Go,28064,2,215099,1,1,0,11
Hyundai Creta,Hyundai,Creta,26297,2,1285099,1,2,0,6
Maruti Alto 800,Maruti,Alto 800,19778,1,289000,1,1,0,11
Hyundai Eon,Hyundai,Eon,59316,1,325000,1,1,0,9
KIA CARENS,Kia,Carens,1574,1,1614000,1,0,0,3
Maruti Ertiga,Maruti,Ertiga,54004,1,928000,3,1,0,8
Maruti Eeco,Maruti,Eeco,50070,1,580000,2,1,0,5
Hyundai Verna,Hyundai,Verna,70528,2,451299,1,1,0,11
Hyundai Elite i20,Hyundai,Elite I20,51411,1,537000,1,1,0,9
Renault Duster,Renault,Duster,7069,1,1260000,1,1,0,3
Hyundai Creta,Hyundai,Creta,57240,1,687000,1,1,0,9
Hyundai Elite i20,Hyundai,Elite I20,95808,3,546000,3,1,0,10
Maruti Alto 800,Maruti,Alto 800,58017,1,250000,1,1,0,10
Maruti IGNIS,Maruti,Ignis,42927,1,422000,1,1,0,8
Hyundai Grand i10,Hyundai,Grand I10,71572,2,474399,3,1,0,8
Volkswagen Polo,Volkswagen,Polo,79802,1,637399,3,1,0,10
Maruti Baleno,Maruti,Baleno,28396,2,482000,1,0,0,9
Honda Jazz,Honda,Jazz,40615,1,648000,1,2,0,7
Maruti Swift,Maruti,Swift,61909,1,460000,1,1,0,6
Hyundai Grand i10,Hyundai,Grand I10,38023,3,351799,1,1,0,10
Toyota URBAN CRUISER,Toyota,Urban Cruiser,4229,1,926000,1,0,0,3
Jeep Compass,Jeep,Compass,22689,1,1554099,3,1,0,5
Hyundai i10,Hyundai,I10,32716,2,312000,1,1,0,11
Maruti Swift,Maruti,Swift,53476,1,454000,1,1,0,10
Honda Civic,Honda,Civic,21407,1,1444000,1,2,0,6
Tata Tiago,Tata,Tiago,43451,1,414000,1,1,0,8
Maruti Swift Dzire,Maruti,Swift Dzire,50591,1,437000,1,1,0,11
Mahindra TUV300,Mahindra,Tuv300,57813,2,612099,3,2,0,7
Toyota Corolla Altis,Toyota,Corolla Altis,60387,1,400000,1,1,0,12
Skoda Rapid,Skoda,Rapid,58224,1,647000,1,1,0,9
Renault Kwid,Renault,Kwid,21521,1,348000,1,1,0,6
Maruti Vitara Brezza,Maruti,Vitara Brezza,89994,1,909000,3,2,0,7
Mahindra Scorpio,Mahindra,Scorpio,32247,1,1555600,3,1,0,5
Jeep Compass,Jeep,Compass,88961,1,1088000,3,1,0,8
Hyundai Creta,Hyundai,Creta,84906,1,1104000,3,1,0,8
Renault Kwid,Renault,Kwid,18953,1,478000,1,1,0,6
Honda City,Honda,City,20923,2,568000,1,1,0,11
Hyundai Elite i20,Hyundai,Elite I20,19682,1,628000,1,1,0,8
Hyundai i10,Hyundai,I10,33536,1,363000,1,1,0,10
Hyundai Elite i20,Hyundai,Elite I20,18327,1,704000,1,1,0,7
Honda City,Honda,City,61703,1,738000,1,1,0,8
Tata Tiago,Tata,Tiago,63124,1,442000,1,1,0,7
Skoda Rapid,Skoda,Rapid,41858,1,699000,1,1,0,5
Maruti Swift,Maruti,Swift,61173,1,463000,1,1,0,11
Volkswagen Polo,Volkswagen,Polo,32221,1,645000,1,1,0,7
Mahindra Thar,Mahindra,Thar,4608,1,1585000,1,2,0,4
Mahindra Thar,Mahindra,Thar,12969,2,799000,3,1,0,6
Maruti Baleno,Maruti,Baleno,53690,1,645000,1,1,0,6
Maruti Swift,Maruti,Swift,50170,1,664000,1,2,0,7
Maruti Swift,Maruti,Swift,33684,2,397000,1,1,0,10
Hyundai Verna,Hyundai,Verna,22429,2,1017000,1,1,0,5
Tata Tiago,Tata,Tiago,31107,1,450000,1,1,0,7
Honda City,Honda,City,90426,1,430000,1,1,0,12
Maruti Vitara Brezza,Maruti,Vitara Brezza,93556,1,896000,3,1,0,7
Maruti Swift Dzire,Maruti,Swift Dzire,94168,1,509000,1,1,0,10
Hyundai i20,Hyundai,I20,67377,2,414000,3,1,0,13
Mahindra XUV 3OO,Mahindra,Xuv 3Oo,15777,1,752000,1,0,0,4
Maruti Swift,Maruti,Swift,64036,1,756000,1,2,0,5
Skoda Rapid,Skoda,Rapid,25527,1,1194000,1,2,0,4
Maruti Swift,Maruti,Swift,30620,1,595000,1,1,0,5
Maruti Swift Dzire,Maruti,Swift Dzire,26597,2,210000,1,1,0,16
Tata Safari,Tata,Safari,11901,1,1614000,3,1,0,4
Hyundai i10,Hyundai,I10,27690,2,383000,1,1,0,10
Tata NEXON,Tata,Nexon,45790,1,855000,1,2,0,5
Jeep Compass,Jeep,Compass,60951,1,1515000,3,1,0,7
MG HECTOR,Mg,Hector,39154,1,1664000,1,1,0,5
Renault Kwid,Renault,Kwid,20968,1,407000,1,1,0,6
Maruti Alto K10,Maruti,Alto K10,74358,1,307000,2,1,0,10
Honda Amaze,Honda,Amaze,18608,1,611000,1,1,0,6
Tata NEXON,Tata,Nexon,93992,1,665000,3,1,0,6
Ford Ecosport,Ford,Ecosport,54753,2,617800,3,1,0,11
Jeep Compass,Jeep,Compass,149112,1,918000,3,1,1,8
Toyota Corolla Altis,Toyota,Corolla Altis,91113,1,815000,1,2,1,9
Maruti S PRESSO,Maruti,S Presso,10772,1,480000,1,1,0,4
Hyundai i10,Hyundai,I10,43678,1,354000,1,1,0,11
Skoda Rapid,Skoda,Rapid,7909,1,785000,1,1,1,5
Tata NEXON,Tata,Nexon,20490,1,719000,1,1,0,6
Honda City,Honda,City,54295,2,527500,1,1,0,12
Maruti Dzire,Maruti,Dzire,11418,1,766000,1,1,0,4
Maruti Swift,Maruti,Swift,43499,1,396599,1,1,0,12
Renault Duster,Renault,Duster,68450,1,678200,3,1,0,10
Honda Amaze,Honda,Amaze,20299,1,640100,1,1,0,6
Volkswagen Ameo,Volkswagen,Ameo,63537,1,495000,1,1,0,7
Maruti Swift Dzire,Maruti,Swift Dzire,86892,1,559500,3,1,0,12
Honda Amaze,Honda,Amaze,40854,1,627000,1,1,0,6
Maruti Alto 800,Maruti,Alto 800,39189,1,303000,1,1,0,7
Maruti S PRESSO,Maruti,S Presso,68,1,492000,1,1,0,4
Hyundai Grand i10,Hyundai,Grand I10,39746,1,488000,1,1,0,6
Skoda Rapid,Skoda,Rapid,39283,1,491000,1,1,0,10
Volkswagen Polo,Volkswagen,Polo,9732,1,692000,1,1,0,5
Hyundai i10,Hyundai,I10,13851,1,380000,1,1,0,9
Maruti Baleno,Maruti,Baleno,34478,2,673000,1,1,0,7
Maruti Alto,Maruti,Alto,18185,1,410000,1,1,0,4
Hyundai i20,Hyundai,I20,63421,2,396000,1,1,0,12
Honda Amaze,Honda,Amaze,24513,1,667000,1,1,0,6
Hyundai Creta,Hyundai,Creta,62582,1,996000,3,2,0,8
Volkswagen Polo,Volkswagen,Polo,36925,1,696000,1,1,0,6
Maruti Celerio X,Maruti,Celerio X,32574,2,499000,1,1,0,7
Maruti Swift,Maruti,Swift,48040,1,480000,1,1,0,8
Hyundai Grand i10,Hyundai,Grand I10,31124,3,424000,1,2,0,10
Maruti S Cross,Maruti,S Cross,22993,1,810000,3,1,0,7
Hyundai Creta,Hyundai,Creta,91146,1,1151000,3,1,0,6
Hyundai Eon,Hyundai,Eon,25106,1,283000,1,1,0,10
Jeep Compass,Jeep,Compass,76416,1,1339000,3,1,0,7
Volkswagen Vento,Volkswagen,Vento,16336,1,959000,1,1,0,4
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,87509,1,397000,2,1,0,10
Hyundai i10,Hyundai,I10,25752,1,441000,1,1,0,9
Volkswagen Polo,Volkswagen,Polo,37886,1,886000,1,2,0,4
Hyundai Grand i10,Hyundai,Grand I10,50175,1,503000,1,1,0,6
Mahindra KUV 100 NXT,Mahindra,Kuv 100 Nxt,26959,1,694000,1,1,0,5
Maruti Ciaz,Maruti,Ciaz,55049,1,757800,1,0,0,8
Tata NEXON,Tata,Nexon,19769,1,945000,1,1,0,4
Maruti Swift,Maruti,Swift,27834,1,608000,1,1,0,7
Hyundai Elite i20,Hyundai,Elite I20,90685,2,587000,3,1,0,8
Maruti S PRESSO,Maruti,S Presso,16814,1,492000,1,1,0,4
Maruti Swift Dzire,Maruti,Swift Dzire,88961,2,436000,1,1,0,12
Hyundai NEW SANTRO,Hyundai,New Santro,15265,1,467000,1,1,0,6
KIA SELTOS,Kia,Seltos,55796,1,1281000,3,1,0,5
Hyundai VENUE,Hyundai,Venue,4509,1,1083000,3,1,0,4
Tata Tiago,Tata,Tiago,14571,1,657000,1,1,0,4
Tata Zest,Tata,Zest,80216,1,343000,3,1,0,8
Tata NEXON,Tata,Nexon,13539,1,1252000,3,1,0,4
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,26874,1,372000,1,2,0,10
Hyundai Elite i20,Hyundai,Elite I20,18712,1,669000,1,1,0,5
Maruti Baleno,Maruti,Baleno,63631,1,552000,1,0,0,7
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,40369,1,523000,2,1,0,7
Datsun Redi Go,Datsun,Redi Go,15528,1,295000,1,1,0,6
Maruti Swift,Maruti,Swift,75548,1,509000,3,1,0,10
Tata ALTROZ,Tata,Altroz,42399,1,578000,1,1,0,4
Maruti Celerio,Maruti,Celerio,74409,1,456000,2,1,0,7
Maruti Baleno,Maruti,Baleno,83263,1,545000,3,1,0,8
Hyundai i10,Hyundai,I10,106393,1,182000,1,1,1,16
Honda City,Honda,City,72093,1,489700,1,1,0,13
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,43404,1,424000,1,1,0,7
Maruti Baleno,Maruti,Baleno,34171,2,607000,1,1,0,6
Ford Figo Aspire,Ford,Figo Aspire,11511,1,661199,1,1,0,6
Hyundai i10,Hyundai,I10,41439,2,315000,1,1,0,11
Hyundai Xcent,Hyundai,Xcent,25559,1,529599,1,1,0,8
Honda City,Honda,City,80874,2,632000,3,1,0,10
Tata NEXON,Tata,Nexon,27119,2,682000,1,1,0,7
Mahindra Thar,Mahindra,Thar,9713,1,1516000,1,2,0,4
Maruti Celerio,Maruti,Celerio,27034,2,478000,1,2,0,7
Maruti Swift,Maruti,Swift,21402,2,440800,1,1,0,8
Hyundai Verna,Hyundai,Verna,37813,1,694000,1,1,0,10
Hyundai i10,Hyundai,I10,60476,2,193000,1,1,1,15
Hyundai i20 Active,Hyundai,I20 Active,25942,1,718000,1,1,0,8
Hyundai Elite i20,Hyundai,Elite I20,26820,1,696000,1,1,0,7
Maruti Swift Dzire,Maruti,Swift Dzire,83859,1,369000,3,1,0,12
Volkswagen Polo,Volkswagen,Polo,28325,1,548000,1,1,0,10
Volkswagen Polo,Volkswagen,Polo,65971,1,675300,1,2,0,8
Ford Ecosport,Ford,Ecosport,35005,2,616000,1,2,0,8
Hyundai Creta,Hyundai,Creta,7712,1,1597000,3,1,0,3
Hyundai Elite i20,Hyundai,Elite I20,59942,1,671000,1,1,0,8
Maruti Alto 800,Maruti,Alto 800,12984,1,318000,1,1,0,7
Hyundai Verna,Hyundai,Verna,47330,1,808999,1,1,0,7
Renault Kwid,Renault,Kwid,20621,1,381000,1,1,0,6
Tata Tiago,Tata,Tiago,40718,3,457000,3,1,0,6
Toyota Etios,Toyota,Etios,36015,1,391000,1,1,0,12
Maruti Baleno,Maruti,Baleno,35257,1,606000,1,0,0,5
Hyundai Verna,Hyundai,Verna,23940,1,522000,1,1,0,9
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,32694,2,359000,1,1,0,9
Mahindra XUV500,Mahindra,Xuv500,48894,1,1258000,3,1,0,7
MG HECTOR,Mg,Hector,50866,1,1526000,1,2,0,6
Honda Amaze,Honda,Amaze,14168,1,608000,1,1,0,6
Honda City,Honda,City,56589,1,448000,1,2,0,13
Maruti IGNIS,Maruti,Ignis,31141,1,457000,1,1,0,6
Maruti Alto 800,Maruti,Alto 800,20132,1,262000,1,1,0,11
Maruti Swift,Maruti,Swift,23876,2,611000,1,1,0,5
Hyundai Elite i20,Hyundai,Elite I20,60259,1,675000,1,1,0,8
Hyundai Creta,Hyundai,Creta,93210,1,863000,3,1,0,8
Hyundai VENUE,Hyundai,Venue,13237,1,1208000,3,1,0,3
Ford Ecosport,Ford,Ecosport,44122,2,596899,3,1,0,10
Maruti Dzire,Maruti,Dzire,62548,1,627599,3,1,0,7
Maruti Swift,Maruti,Swift,89777,1,737000,3,2,0,7
Mahindra XUV500,Mahindra,Xuv500,63306,2,1030000,3,1,0,8
Jeep Compass,Jeep,Compass,88807,1,1187000,3,1,0,7
Maruti Alto,Maruti,Alto,64542,1,401000,1,1,0,5
Maruti Alto 800,Maruti,Alto 800,15529,2,303000,1,1,0,8
Tata Hexa,Tata,Hexa,95570,1,1023000,3,1,0,8
Hyundai Grand i10,Hyundai,Grand I10,88967,2,319200,1,1,0,11
Honda Jazz,Honda,Jazz,34460,2,613000,1,2,0,7
Hyundai Eon,Hyundai,Eon,2734,1,306000,1,1,0,7
Skoda Octavia,Skoda,Octavia,60771,1,1456000,3,2,0,8
Renault Kwid,Renault,Kwid,15076,1,363000,1,1,0,7
Mahindra Thar,Mahindra,Thar,24520,1,1590000,3,2,0,3
Maruti XL6,Maruti,Xl6,17341,1,1228000,1,2,0,4
Hyundai i10,Hyundai,I10,34466,1,398000,1,1,0,9
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,34497,2,381000,1,1,0,8
Maruti Vitara Brezza,Maruti,Vitara Brezza,75758,2,645000,3,1,0,8
Hyundai Verna,Hyundai,Verna,37476,1,885000,1,1,0,7
Mahindra XUV500,Mahindra,Xuv500,7727,1,1341000,3,1,0,6
Hyundai Elite i20,Hyundai,Elite I20,44584,1,490000,1,1,0,11
Maruti Baleno,Maruti,Baleno,49063,1,618000,1,0,0,8
Maruti Alto 800,Maruti,Alto 800,3715,1,303000,1,1,0,8
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,31745,1,681000,1,1,0,5
Mahindra XUV 3OO,Mahindra,Xuv 3Oo,30488,1,1115000,1,0,0,4
MG HECTOR,Mg,Hector,23953,1,1434000,1,2,0,6
Honda CRV,Honda,Crv,69419,1,1069000,1,2,0,10
Maruti IGNIS,Maruti,Ignis,41299,1,416799,1,1,0,7
Hyundai i20,Hyundai,I20,50802,1,430000,1,1,0,11
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,6847,1,478000,1,2,0,7
MG HECTOR,Mg,Hector,39656,1,1662000,1,2,0,5
Maruti Swift,Maruti,Swift,51365,1,338000,1,1,0,15
Maruti Vitara Brezza,Maruti,Vitara Brezza,57725,1,653000,3,1,0,9
Honda Civic,Honda,Civic,6154,2,1493000,1,2,0,6
Tata Tiago,Tata,Tiago,27601,1,591599,1,1,0,4
Honda Brio,Honda,Brio,63169,1,285000,1,1,0,13
Renault Kwid,Renault,Kwid,42570,2,372000,1,1,0,5
Volkswagen Vento,Volkswagen,Vento,66529,1,745000,1,2,0,8
Volkswagen Vento,Volkswagen,Vento,64915,1,571000,1,1,0,8
Hyundai Elite i20,Hyundai,Elite I20,24560,1,707000,1,1,0,5
Ford Figo Aspire,Ford,Figo Aspire,7751,1,571000,1,1,0,6
Honda City,Honda,City,78939,1,723399,1,1,0,8
Tata NEXON,Tata,Nexon,28326,1,797000,1,1,0,6
Renault TRIBER,Renault,Triber,13786,1,745600,1,2,0,5
Hyundai Elite i20,Hyundai,Elite I20,45276,1,671000,3,1,0,8
Hyundai Elite i20,Hyundai,Elite I20,49439,1,752000,1,1,0,6
Maruti Baleno,Maruti,Baleno,88396,1,547599,1,1,0,7
Tata Tiago,Tata,Tiago,22230,1,583000,1,1,0,5
Maruti Ciaz,Maruti,Ciaz,20539,1,803399,1,1,0,6
Honda Amaze,Honda,Amaze,72470,1,601000,1,1,0,6
Hyundai Elite i20,Hyundai,Elite I20,55023,2,468000,1,1,0,11
Ford Ecosport,Ford,Ecosport,24680,1,726000,1,1,0,7
Honda Brio,Honda,Brio,50590,1,382000,1,1,0,10
Tata NEXON,Tata,Nexon,53111,2,804000,3,1,0,7
Maruti Vitara Brezza,Maruti,Vitara Brezza,62634,1,936699,3,2,0,7
Hyundai VENUE,Hyundai,Venue,12681,1,857000,1,1,0,4
Maruti Swift Dzire,Maruti,Swift Dzire,76869,2,397000,1,1,0,13
Mahindra Scorpio,Mahindra,Scorpio,26772,2,1564000,3,1,0,4
Hyundai Eon,Hyundai,Eon,29305,1,313600,1,1,0,8
Maruti Baleno,Maruti,Baleno,97010,2,461000,1,0,0,9
Ford FREESTYLE,Ford,Freestyle,25433,1,636000,1,1,0,7
Hyundai VENUE,Hyundai,Venue,29776,1,880000,3,1,0,6
Ford New Figo,Ford,New Figo,36983,1,541000,1,1,0,9
Renault Kwid,Renault,Kwid,12388,1,388000,1,1,0,6
Hyundai i20,Hyundai,I20,70282,2,389000,1,1,0,12
Jeep Compass,Jeep,Compass,67651,2,1374000,3,1,0,8
Maruti S Cross,Maruti,S Cross,50528,1,983000,3,1,0,6
Maruti Ertiga,Maruti,Ertiga,72390,1,936000,1,1,0,6
Hyundai Verna,Hyundai,Verna,58830,1,674000,1,2,0,8
Renault Duster,Renault,Duster,80797,1,594000,3,1,0,10
Hyundai i20,Hyundai,I20,20795,1,292000,1,1,0,15
Maruti Celerio,Maruti,Celerio,26334,1,444000,1,2,0,9
Honda City,Honda,City,69898,2,388000,1,1,0,13
Hyundai i20,Hyundai,I20,58238,1,457199,1,1,0,11
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,80981,1,283000,1,1,0,14
Maruti IGNIS,Maruti,Ignis,10988,1,535000,1,1,0,4
Maruti Swift,Maruti,Swift,55329,1,520000,1,1,0,8
Nissan Micra Active,Nissan,Micra Active,32350,1,394000,1,1,0,8
Hyundai Creta,Hyundai,Creta,97021,2,922000,3,2,0,9
Hyundai Grand i10,Hyundai,Grand I10,23365,2,400000,1,1,0,9
Tata Hexa,Tata,Hexa,76644,1,1067000,3,2,0,7
Tata Hexa,Tata,Hexa,76617,1,1339000,3,2,0,7
Renault Kwid,Renault,Kwid,4329,1,553000,1,1,0,4
Honda Amaze,Honda,Amaze,22139,2,622000,1,2,0,6
Honda City,Honda,City,59732,2,502000,1,1,0,13
Toyota Etios,Toyota,Etios,59283,1,396000,1,1,0,11
Maruti Wagon R Stingray,Maruti,Wagon R Stingray,32817,2,338200,1,1,0,11
Ford Ecosport,Ford,Ecosport,89505,3,551000,3,1,0,9
Maruti Swift Dzire,Maruti,Swift Dzire,26065,1,377000,1,1,0,12
Maruti Baleno,Maruti,Baleno,51337,1,541000,1,1,0,7
Maruti Swift,Maruti,Swift,45357,2,583800,1,2,0,6
Honda Amaze,Honda,Amaze,65032,3,437000,1,1,0,10
Volkswagen Polo,Volkswagen,Polo,24623,1,507000,1,1,0,7
Mahindra TUV300,Mahindra,Tuv300,76226,1,685000,3,1,0,7
Maruti Ritz,Maruti,Ritz,92573,1,304000,1,1,0,11
Hyundai Verna,Hyundai,Verna,26658,1,849000,1,1,0,8
Maruti Swift Dzire,Maruti,Swift Dzire,61810,2,396000,1,1,0,11
Maruti New  Wagon-R,Maruti,New  Wagon-R,9220,2,496000,1,1,0,5
Hyundai Elite i20,Hyundai,Elite I20,24582,1,574000,1,1,0,7
Hyundai Elite i20,Hyundai,Elite I20,26423,1,782000,3,1,0,7
Renault Kwid,Renault,Kwid,45942,2,317300,1,1,0,7
Honda WR-V,Honda,Wr-V,87880,2,684000,3,1,0,8
Maruti Alto 800,Maruti,Alto 800,32519,1,278000,1,1,0,12
Hyundai Elite i20,Hyundai,Elite I20,36301,1,619000,1,1,0,6
Maruti Dzire,Maruti,Dzire,51944,1,736000,1,2,0,7
Maruti Alto K10,Maruti,Alto K10,31186,1,342000,1,2,0,9
Hyundai VENUE,Hyundai,Venue,72825,1,780600,1,1,0,5
Tata Tiago,Tata,Tiago,15120,1,561200,1,1,0,4
Renault Duster,Renault,Duster,97674,1,621000,3,1,0,12
Hyundai Eon,Hyundai,Eon,42887,1,336000,1,1,0,8
Maruti Swift,Maruti,Swift,58047,1,420800,1,1,0,8
Hyundai NEW SANTRO,Hyundai,New Santro,97651,1,476199,2,0,0,6
Volkswagen Polo,Volkswagen,Polo,41648,1,553000,1,2,0,11
Hyundai Elite i20,Hyundai,Elite I20,26795,1,509000,1,1,0,7
Hyundai Xcent,Hyundai,Xcent,92016,3,410800,3,1,0,11
Honda Amaze,Honda,Amaze,30185,1,762000,1,2,0,6
Hyundai Grand i10,Hyundai,Grand I10,78611,1,424000,2,2,0,11
Tata NEXON,Tata,Nexon,32682,2,662000,1,1,0,7
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,25343,2,350000,1,1,0,9
Maruti Swift,Maruti,Swift,3192,1,646000,1,1,0,5
Hyundai Elite i20,Hyundai,Elite I20,31289,1,613000,1,1,0,7
Hyundai Elite i20,Hyundai,Elite I20,63613,2,577999,3,1,0,8
Maruti Vitara Brezza,Maruti,Vitara Brezza,67977,3,786000,3,1,0,9
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,53878,1,403000,1,1,0,7
Hyundai Elite i20,Hyundai,Elite I20,19556,2,601000,1,1,0,5
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,61548,1,285000,1,1,0,13
Hyundai Santro Xing,Hyundai,Santro Xing,43166,1,265000,1,1,0,15
Maruti Swift,Maruti,Swift,39094,1,751000,1,1,0,4
Hyundai VENUE,Hyundai,Venue,2483,1,931000,1,1,0,4
Toyota Corolla Altis,Toyota,Corolla Altis,45164,2,946000,1,1,0,10
Renault Kwid,Renault,Kwid,63756,2,307000,1,1,0,10
Mercedes Benz C Class,Mercedes Benz,C Class,116211,1,678000,3,2,1,15
Hyundai NEW SANTRO,Hyundai,New Santro,38630,1,514000,1,1,0,6
Hyundai Verna,Hyundai,Verna,49575,1,808800,3,1,0,9
Tata PUNCH,Tata,Punch,12498,1,938000,1,0,0,4
Maruti Alto 800,Maruti,Alto 800,70839,1,328000,2,1,0,7
Hyundai Creta,Hyundai,Creta,44026,2,1211000,3,1,0,6
Mahindra XUV500,Mahindra,Xuv500,89755,2,1067000,3,2,0,9
Honda Amaze,Honda,Amaze,44088,1,698000,1,2,0,7
Hyundai Grand i10,Hyundai,Grand I10,30918,1,430000,1,1,0,10
Maruti Alto K10,Maruti,Alto K10,44199,1,372000,1,2,0,7
Hyundai Creta,Hyundai,Creta,48567,1,1505000,3,1,0,4
